documentid,property,value
1358585,本金,700000
1358588,借款本金,4000000
1358588,借款,4000000
1358588,本金,4000000
1359262,精神损害抚慰金,10000
1359262,住院伙食补助费,1050
1359262,伙食补助费,1050
1359262,残疾赔偿金,160752
1359262,医疗费用,125503.80
1359262,护理费,3424
1359262,误工费,21000
1359262,交通费,457
1359262,营养费,2100
1359262,交通费,457
1359262,赔偿金,160752
1359262,医疗费,125503.80
1359262,医疗费,125503.80
1359262,医疗费用,118653.80
1359262,鉴定费,3600
1359262,医疗费,118653.80
1359262,律师费,6000
1359262,护理费,1750
1359262,交通费,357
1359262,鉴定费,3600
1359262,交通费,357
1359262,医疗费,124816.20
1359284,住院伙食补助费,70
1359284,伙食补助费,70
1359284,营养费,450
1359284,医疗费,4670.20
1359284,护理费,670
1359284,误工费,1620
1359284,交通费,100
1359284,交通费,100
1359284,车辆损失费,977
1359284,车辆损失,977
1359284,衣物损失,100
1359284,损失费,100
1359284,损失费,977
1359284,住院伙食补助费,70
1359284,伙食补助费,70
1359284,营养费,450
1359284,医疗费,4670.20
1359284,护理费,670
1359284,误工费,1620
1359284,交通费,100
1359284,交通费,100
1359284,车辆损失费,977
1359284,车辆损失,977
1359284,衣物损失,100
1359284,损失费,100
1359284,损失费,977
1359284,住院伙食补助费,70
1359284,伙食补助费,70
1359284,车辆损失费,977
1359284,车辆损失,977
1359284,衣物损失,100
1359284,护理费,670
1359284,误工费,1620
1359284,交通费,100
1359284,鉴定费,800
1359284,营养费,450
1359284,律师费,1500
1359284,损失费,100
1359284,损失费,977
1359284,交通费,100
1359284,医疗费,4670.20
1359284,住院伙食补助费,70
1359284,伙食补助费,70
1359284,车辆损失费,977
1359284,车辆损失,977
1359284,衣物损失,100
1359284,护理费,670
1359284,误工费,1620
1359284,交通费,100
1359284,鉴定费,800
1359284,营养费,450
1359284,律师费,1500
1359284,损失费,100
1359284,损失费,977
1359284,交通费,100
1359284,医疗费,4670.20
1360797,借款本金,110000
1360797,借款,110000
1360797,本金,110000
1362224,借款本金,84323.29
1362224,借款,84323.29
1362224,本金,84323.29
1362254,借款本金,100000
1362254,借款,100000
1362254,本金,100000
1363519,房屋租金,111787
1363519,违约金,1000
1363519,租金,111787
1363525,房屋租金,316312
1363525,违约金,5000
1363525,租金,316312
1363561,借款本金,20000
1363561,借款,20000
1363561,本金,20000
1363663,借款本金,187000
1363663,借款,187000
1363663,本金,187000
1363663,借款本金,187000
1363663,借款本金,187000
1363663,借款,187000
1363663,借款,187000
1363663,本金,187000
1363663,本金,187000
1363663,借款本金,187000
1363663,借款,187000
1363663,本金,187000
1363877,借款本金,295068.36
1363877,借款,295068.36
1363877,本金,295068.36
1366764,精神损害抚慰金,106916.1
1366764,死亡赔偿金,106916.1
1366764,丧葬费,106916.1
1366764,赔偿金,106916.1
1367034,违约金,3968
1367034,租金,10870
1367176,借款,46000
1373246,借款本金,10000000
1373246,借款,10000000
1373246,本金,10000000
1373246,本金,10000000
1373252,借款本金,7700000
1373252,借款,7700000
1373252,本金,7700000
1373252,本金,7700000
1373257,借款本金,6000000
1373257,借款,6000000
1373257,本金,6000000
1373257,本金,6000000
1373264,借款本金,3290552.72
1373264,借款,3290552.72
1373264,本金,3290552.72
1373264,本金,3290552.72
1373881,借款本金,501800
1373881,借款,501800
1373881,本金,501800
1373881,律师费,25006
1374050,住院伙食补助费,780
1374050,伙食补助费,780
1374050,精神抚慰金,5000
1374050,残疾赔偿金,42048
1374050,护理费,1170
1374050,误工费,6912
1374050,交通费,390
1374050,鉴定费,700
1374050,营养费,460
1374050,交通费,390
1374050,赔偿金,42048
1375474,借款本金,320000
1375474,借款本金,55000
1375474,借款本金,155000
1375474,借款本金,110000
1375474,借款,320000
1375474,借款,55000
1375474,借款,155000
1375474,借款,110000
1375474,还款,155000
1375474,还款,110000
1375474,本金,320000
1375474,本金,55000
1375474,本金,155000
1375474,本金,110000
1380764,各项损失,18666.47
1380769,各项损失,18081.66
1380782,各项损失,128879.31
1384231,精神抚慰金,35505.4
1384231,残疾赔偿金,35505.4
1384231,交通费,35505.4
1384231,交通费,35505.4
1384231,赔偿金,35505.4
1387107,住院伙食补助费,20000
1387107,伙食补助费,20000
1387107,医疗费,20000
1387107,经济损失,220000
1387107,医疗费,70011.39
1387107,经济损失,52247.93
1387867,被抚养人生活费,83333.05
1387867,精神抚慰金,83333.05
1387867,丧葬费,83333.05
1387867,生活费,83333.05
1387867,被抚养人生活费,221110.45
1387867,精神抚慰金,221110.45
1387867,丧葬费,221110.45
1387867,生活费,221110.45
1388402,各项损失,275212.5
1388412,各项损失,98564.65
1390619,案件受理费,13434
1390619,保全费,5000
1390743,车辆损失,13357.21
1390743,护理费,13357.21
1390743,误工费,13357.21
1390743,交通费,13357.21
1390743,交通费,13357.21
1394073,借款本金人民币,70000
1394073,借款本金,70000
1394073,借款,70000
1394073,本金,70000
1398692,赔偿金,66640
1399297,借款本金人民币,4000000
1399297,借款本金,4000000
1399297,借款,4000000
1399297,本金,4000000
1399297,违约金,940000
1399297,律师费,60000
1401307,医疗费,680.41
1401307,交通费,300
1401307,交通费,300
1401485,医疗费,128.8
1401485,住院伙食补助费,108
1401485,伙食补助费,108
1401485,交通费,54
1401485,交通费,54
1401485,误工费,13672
1401485,护理费,810
1401485,残疾赔偿金,64290
1401485,赔偿金,64290
1401485,鉴定费,700
1402958,伤残赔偿金,11426.8
1402958,赔偿金,11426.8
1402958,交通费,200
1402958,复印费,90
1402958,交通费,200
1412455,抚养费,800
1413175,借款,30000
1413175,借款,50000
1413175,本金,50000
1413175,律师费,6500
1420681,案件受理费,3156
1426935,精神损害抚慰金,2000
1426935,经济损失,80478.66
1426935,理赔款,23606.48
1426951,精神损害抚慰金,10000
1426951,经济损失,120240
1426951,经济损失,110000
1426951,医疗费,10000
1426951,理赔款,163940.02
1426987,经济损失,10000
1426987,经济损失,6213.83
1426987,经济损失,5153.83
1426994,精神损害抚慰金,5000
1426994,经济损失,94010.47
1427000,精神损害抚慰金,2000
1427000,经济损失,86685.78
1427000,理赔款,12507.12
1427006,精神损害抚慰金,2500
1427006,经济损失,78977
1427006,理赔款,66034.68
1427006,精神损害抚慰金,2500
1427006,经济损失,120000
1427006,理赔款,100000
1427006,经济损失,54080.92
1427030,精神损害抚慰金,1000
1427030,经济损失,114360.26
1427030,经济损失,10872.38
1427802,借款,60000
1427802,逾期付款利息,30000
1427802,借款,30000
1428226,逾期付款利息,57600
1428226,利息损失,57600
1428232,逾期付款违约金,155900
1428232,违约金,155900
1428358,精神损害抚慰金,2000
1428358,经济损失,97715.65
1428380,精神损害抚慰金,2000
1428380,经济损失,81867.28
1428380,理赔款,11733.75
1428813,经济损失,17328.39
1428825,精神损害抚慰金,2000
1428825,经济损失,120000
1428825,经济损失,23362.46
1428825,经济损失,8362.46
1429436,精神损害抚慰金,10000
1429436,经济损失,90793.56
1429436,经济损失,22021.75
1429442,精神损害抚慰金,1000
1429442,经济损失,111551.02
1429442,经济损失,18401.84
1433516,逾期付款违约金,68697.24
1433516,违约金,68697.24
1433522,逾期付款违约金,17130.81
1433522,违约金,17130.81
1433528,违约金,62958.05
1434869,鉴定费,2300
1434869,律师费,6000
1437227,精神损害抚慰金,5000
1437227,残疾赔偿金,17079.90
1437227,护理费,4500
1437227,交通费,360
1437227,营养费,2700
1437227,交通费,360
1437227,赔偿金,17079.90
1437227,医疗费,3379.43
1437227,鉴定费,2300
1437227,律师费,3000
1437562,精神损害抚慰金,10000
1437562,车辆修理费,500
1437562,医疗费用,10000
1437562,修理费,500
1437562,医疗费,10000
1437562,住院伙食补助费,820
1437562,伙食补助费,820
1437562,残疾赔偿金,253654.40
1437562,护理费,3600
1437562,误工费,25999.12
1437562,交通费,300
1437562,鉴定费,5000
1437562,营养费,1800
1437562,交通费,300
1437562,赔偿金,253654.40
1437562,医疗费,97475.53
1437562,律师费,5000
1438202,医疗费用,5000
1438202,医疗费,5000
1438202,医疗费用,5000
1438202,医疗费,5000
1438202,住院伙食补助费,250
1438202,伙食补助费,250
1438202,鉴定费,1800
1438202,营养费,2700
1438202,律师费,1000
1438202,医疗费,1774.20
1438202,住院伙食补助费,250
1438202,伙食补助费,250
1438202,鉴定费,1800
1438202,营养费,2700
1438202,律师费,1000
1438202,医疗费,1774.20
1438383,护理费,2270
1438383,营养费,1800
1438383,医疗费,48978.95
1439440,财产损失,2000
1439440,车辆修理费,54184
1439440,评估费,1680
1439440,修理费,54184
1439440,停车费,72
1439440,车费,72
1439759,残疾辅助器具费,80
1439759,护理费,3600
1439759,误工费,13455
1439759,交通费,253
1439759,交通费,253
1439759,医疗费,10000
1439759,住院伙食补助费,120
1439759,伙食补助费,120
1439759,鉴定费,2300
1439759,营养费,1800
1439759,医疗费,16741.73
1439993,本金,1290
1439993,本金,12128.71
1439993,本金,105
1440461,逾期付款违约金,26400
1440461,违约金,26400
1440580,逾期付款违约金,36000
1440580,违约金,36000
1440580,本金,36000
1440897,精神损害抚慰金,2500
1440897,残疾赔偿金,80376
1440897,车辆损失,1000
1440897,医疗费用,10000
1440897,护理费,2400
1440897,误工费,8100
1440897,交通费,81
1440897,交通费,81
1440897,赔偿金,80376
1440897,医疗费,10000
1440897,鉴定费,2300
1440897,营养费,1800
1440897,医疗费,47803.27
1440897,律师费,2000
1441383,精神损害抚慰金,5000
1441383,残疾辅助器具费,196
1441383,住院伙食补助费,640
1441383,伙食补助费,640
1441383,残疾赔偿金,34802
1441383,护理费,2400
1441383,误工费,12960
1441383,交通费,341
1441383,鉴定费,1800
1441383,营养费,1800
1441383,交通费,341
1441383,赔偿金,34802
1441383,医疗费,62000
1442884,医疗费,1810.95
1442884,误工费,1200
1442884,住院伙食补助费,50
1442884,伙食补助费,50
1444911,精神损害抚慰金,1000
1444911,经济损失,1000
1444911,经济损失,4795.65
1444911,经济损失,846.29
1445374,精神损害抚慰金,1000
1445374,经济损失,121109.39
1445544,伤残赔偿金,42048
1445544,精神抚慰金,6000
1445544,各项损失,124768.5
1445544,护理费,9219
1445544,误工费,23373
1445544,交通费,1600
1445544,交通费,1600
1445544,赔偿金,42048
1445544,医疗费,10000
1445544,各项损失,124768.5
1445544,鉴定费,2200
1445544,施救费,2200
1445592,住院伙食补助费,9123.87
1445592,伙食补助费,9123.87
1445592,精神抚慰金,9123.87
1445592,交通费,9123.87
1445592,交通费,9123.87
1445616,医疗费,10000
1445616,各项损失,120000
1445632,精神抚慰金,7000
1445632,残疾赔偿金,14322
1445632,护理费,10920
1445632,误工费,11393.2
1445632,交通费,500
1445632,营养费,10000
1445632,交通费,500
1445632,赔偿金,14322
1445632,医疗费,10000
1445632,各项损失,54135.2
1445632,各项损失,2009
1450109,住院伙食补助费,81531.34
1450109,伙食补助费,81531.34
1450109,交通费,81531.34
1450109,鉴定费,81531.34
1450109,交通费,81531.34
1450719,各项损失,57925
1450719,各项损失,52075
1450719,财产损失,35431.03
1450719,各项损失,42089.83
1451689,伤残赔偿金,69500.7
1451689,精神抚慰金,69500.7
1451689,交通费,69500.7
1451689,交通费,69500.7
1451689,赔偿金,69500.7
1451689,住院伙食补助费,10181.28
1451689,伙食补助费,10181.28
1451689,营养费,10181.28
1451689,医疗费,10181.28
1454210,伤残赔偿金,74753
1454210,精神抚慰金,74753
1454210,交通费,74753
1454210,交通费,74753
1454210,赔偿金,74753
1454210,后续治疗费,17984.96
1454210,治疗费,17984.96
1454210,鉴定费,17984.96
1454210,营养费,17984.96
1454395,各项损失,282662.8
1457203,精神损害抚慰金,65000
1457203,死亡赔偿金,45000
1457203,医疗费用,10000
1457203,赔偿金,45000
1457203,医疗费,10000
1457203,住院伙食补助费,163470.76
1457203,伙食补助费,163470.76
1457203,死亡赔偿金,163470.76
1457203,丧葬费,163470.76
1457203,赔偿金,163470.76
1459017,住院伙食补助费,8481.4
1459017,伙食补助费,8481.4
1459017,医疗费,8481.4
1459017,精神损害抚慰金,80968
1459017,残疾赔偿金,80968
1459017,鉴定费,80968
1459017,赔偿金,80968
1459017,财产损失,2000
1459017,医疗费,2964
1467783,精神损害抚慰金,32099.77
1467783,伤残赔偿金,32099.77
1467783,赔偿金,32099.77
1467783,鉴定费,1800
1474631,精神损害抚慰金,11000
1474631,住院伙食补助费,400
1474631,律师代理费,4000
1474631,伙食补助费,400
1474631,残疾赔偿金,68834
1474631,护理费,6000
1474631,误工费,14500
1474631,交通费,300
1474631,营养费,3600
1474631,医药费,106112
1474631,交通费,300
1474631,赔偿金,68834
1475346,住院伙食补助费,140
1475346,伙食补助费,140
1475346,交通费,100
1475346,医药费,6084.83
1475346,交通费,100
1477741,购房款,397000
1477741,房款,397000
1478121,案件受理费,5156
1488389,伤残赔偿金,80000
1488389,护理费,300
1488389,误工费,10000
1488389,鉴定费,1200
1488389,赔偿金,80000
1493561,残疾赔偿金,76480
1493561,财产损失,1770
1493561,经济损失,88250
1493561,赔偿金,76480
1493561,医疗费,10000
1493561,经济损失,48.60
1495963,借款本金,400000
1495963,借款本金,200000
1495963,借款本金,50000
1495963,借款本金,50000
1495963,借款本金,50000
1495963,借款本金,50000
1495963,借款,400000
1495963,借款,200000
1495963,借款,50000
1495963,借款,50000
1495963,借款,50000
1495963,借款,50000
1495963,本金,400000
1495963,本金,200000
1495963,本金,50000
1495963,本金,50000
1495963,本金,50000
1495963,本金,50000
1497240,各项损失,75451.8
1497240,各项损失,2708.2
1497240,案件受理费,3217
1497577,各项损失,52090.3
1497577,鉴定费,1500
1497577,案件受理费,1310
1498697,护理费,443.10
1498697,误工费,443.10
1498697,医疗费,2043.70
1500447,各项损失,46822.08
1500447,案件受理费,1537
1501796,借款,60000
1501796,违约金,40000
1501796,违约金,40000
1501796,还款,40000
1503699,住院伙食补助费,120
1503699,伙食补助费,120
1503699,护理费,900.50
1503699,误工费,3421.90
1503699,医疗费,1885.68
1504622,经济补偿金,3750
1505542,各项损失,37972
